Formula,temperature(K),seebeck_coefficient(μV/K),electrical_conductivity(S/m),thermal_conductivity(W/mK),power_factor(W/mK2),ZT,reference
Cu1.00Ag1.00Te0.70Se0.30,363,254.08,8503,0.3317,0.000548925,0.600723047,https://doi.org/10.1021/acsami.1c20333
Cu2.00Se1.00,365,107.4,76750,0.67,0.000885293,0.482286392,10.1002/adma.201302660
Cu2.00Se0.92I0.08,365,154.8,10657,0.248,0.000255374,0.375853036,10.1002/adma.201302660
Cu2.00Se0.96I0.04,365,120,34927,0.35,0.000502949,0.524503749,10.1002/adma.201302660
Bi2.00Te3.00,366,-126.53,32338,0.9178,0.000517726,0.206458708,https://doi.org/10.1021/acsami.1c00355
Bi1.94Nb0.06Te3.00,366,-97.4,77647,0.8695,0.000736618,0.310065962,https://doi.org/10.1021/acsami.1c00355
Bi1.92Nb0.08Te3.00,366,-103.51,113961,0.8395,0.001221015,0.532330382,https://doi.org/10.1021/acsami.1c00355
Bi1.90Nb0.10Te3.00,366,-106.3,64902,0.803,0.000733372,0.334264418,https://doi.org/10.1021/acsami.1c00355
Sr14.10Ga29.60Ge56.30,367,-125.7,61474,1.465,0.000971319,0.24,10.1063/1.2194187
Sr14.50Ga29.20Ge56.30,367,-113.89,81502,1.6,0.001057157,0.242485366,10.1063/1.2194187
Ba1.00Dy1.00Co4.00O7.00,368,142.9,77,0.613,1.50E-06,0.0008,https://doi.org/10.1063/1.3663526
Ba1.00Er1.00Co4.00O7.00,368,132,94,0.624,1.60E-06,0.0009,https://doi.org/10.1063/1.3663526
Ba1.00Ho1.00Co4.00O7.00,368,134,87,0.58,1.50E-06,0.00087,https://doi.org/10.1063/1.3663526
Ba1.00Lu1.00Co4.00O7.00,368,128,99,0.59,1.60E-06,0.001011698,https://doi.org/10.1063/1.3663526
Ba1.00Tm1.00Co4.00O7.00,368,130,108,0.5567,1.75E-06,0.00113,https://doi.org/10.1063/1.3663526
Mg2.99Na0.01Sb2.00,370,139,16444,1.379,0.000317715,0.085246101,https://doi.org/10.1016/j.actamat.2015.04.023
Ge0.55Pb0.45Te0.20Se0.80,370,391.25,2821,0.742,8.38E-05,0.039,https://doi.org/10.1021/acs.chemmater.6b02772
Ge0.55Pb0.45Te0.30Se0.70,370,271.875,5288,0.6655,0.000494,0.274650639,https://doi.org/10.1021/acs.chemmater.6b02772
Ge0.55Pb0.45Te0.40Se0.60,370,257.5,8070,0.799,0.000535091,0.247789527,https://doi.org/10.1021/acs.chemmater.6b02772
Ge0.55Pb0.45Te0.50Se0.50,370,249,10000,0.6,0.00062001,0.4,https://doi.org/10.1021/acs.chemmater.6b02772
Ge0.55Pb0.45Te0.80Se0.20,370,100,31915,0.9955,0.00031915,0.118619287,https://doi.org/10.1021/acs.chemmater.6b02772
Ta0.84Ti0.16Fe1.00Sb1.00,370,118.4,339300,5.168,0.00477,0.342,https://doi.org/10.1038/s41467-018-08223-5
Ta0.88Ti0.12Fe1.00Sb1.00,370,125.4,325500,5.45,0.00514,0.348,https://doi.org/10.1038/s41467-018-08223-5
Ta0.92Ti0.08Fe1.00Sb1.00,370,150,234400,5.985,0.005274,0.331,https://doi.org/10.1038/s41467-018-08223-5
Ta0.96Ti0.04Fe1.00Sb1.00,370,194.48,80100,6.365,0.003,0.178,https://doi.org/10.1038/s41467-018-08223-5
Ta0.98Ti0.02Fe1.00Sb1.00,370,207.6,49000,7.725,0.00211179,0.101147235,https://doi.org/10.1038/s41467-018-08223-5
Ca1.00Zn0.40Ag0.20Sb1.00,371,74.78,101563,1.164,0.000567945,0.181020338,https://doi.org/10.1021/acsami.1c01818
Ca1.00Zn1.40Ag0.20Sb1.00Li1.00,371,102.31,69519,1.0489,0.000727679,0.257382793,https://doi.org/10.1021/acsami.1c01818
Ca1.00Zn1.40Ag0.20Sb1.00Li1.00,371,119.33,45139,0.91,0.000642764,0.262049739,https://doi.org/10.1021/acsami.1c01818
Ca1.00Zn1.40Ag0.20Sb1.00Li1.00,371,122,44070,0.687,0.000655938,0.354225551,https://doi.org/10.1021/acsami.1c01818
Ca1.00Zn1.40Ag0.20Sb1.00Li1.00,371,119.33,42345,0.8948,0.000602978,0.250005379,https://doi.org/10.1021/acsami.1c01818
Cu1.00I0.00Bi2.00Te3.00,371,-165.74,109029,1.3556,0.002994999,0.819670013,https://doi.org/10.1021/acsami.0c09529
Cu2.00Se1.00,372,99.84,79524,0.708,0.000792697,0.416501954,https://doi.org/10.1021/acs.chemmater.7b01687
Cu2.00Se0.88S0.12,372,142.3,36100,0.29,0.000730999,0.937695742,https://doi.org/10.1021/acs.chemmater.7b01687
Cu2.00Se0.92S0.08,372,125.66,59220,0.396,0.00093511,0.878436287,https://doi.org/10.1021/acs.chemmater.7b01687
Cu2.00Se0.94S0.06,372,125,63740,0.468,0.000995938,0.791642628,https://doi.org/10.1021/acs.chemmater.7b01687
Cu2.00Se0.96S0.04,372,117.76,66800,0.532,0.000926343,0.647743948,https://doi.org/10.1021/acs.chemmater.7b01687
Cu2.00Se0.98S0.02,372,113,72000,0.574,0.000919368,0.595827345,https://doi.org/10.1021/acs.chemmater.7b01687
Ba1.00Bi1.00Te3.00,372,-151.8,10350,0.452,0.000238498,0.196285581,https://doi.org/10.1021/acs.chemmater.7b04123
Cu2.20Sn0.80Sb0.20Se3.20,372,56,191450,3.27,0.000600387,0.068300929,https://doi.org/10.1021/acsaem.1c01155
Cu2.50Sn0.50Sb0.50Se3.50,372,34.29,455113,5.0263,0.000535124,0.039604884,https://doi.org/10.1021/acsaem.1c01155
Cu2.80Sn0.20Sb0.80Se3.80,372,44.57,370149,5.24,0.000735295,0.05220036,https://doi.org/10.1021/acsaem.1c01155
Cu2.00Sn1.00Se3.00,372,192.57,1735,2.2027,6.43E-05,0.010865866,https://doi.org/10.1021/acsaem.1c01155
Cu3.00Sb1.00Se4.00,372,391.3,3590,2.35,0.000549685,0.0971,https://doi.org/10.1021/acsaem.1c01155
In4.00Se2.32Cl0.03,373,-228,27400,1.087,0.001424362,0.493,10.1002/adma.201004739
Yb13.00Ca1.00Mn1.00Sb11.00,373,61.94,43100,0.789,0.000165356,0.0687,10.1007/s11664-010-1149-9
Cu3.00Sb0.85Ge0.15S4.00,373,137.78,45664,1.7935,0.000866855,0.180282579,10.1021/acs.jpcc.6b09379
Cu3.00Sb0.93Ge0.07S4.00,373,197.7,18700,1.56,0.000730895,0.17475885,10.1021/acs.jpcc.6b09379
Cu3.00Sb0.95Ge0.05S4.00,373,234,9200,1.538,0.000503755,0.1221721,10.1021/acs.jpcc.6b09379
Cu3.00Sb0.97Ge0.03S4.00,373,308,5210,1.5057,0.000494241,0.122436114,10.1021/acs.jpcc.6b09379
Cu3.00Sb0.99Ge0.01S4.00,373,381.2,1922,1.48,0.000279292,0.070389241,10.1021/acs.jpcc.6b09379
Cu3.00Sb0.90Ge0.10S4.00,373,172.2,25800,1.703,0.000765043,0.167563794,10.1021/acs.jpcc.6b09379
Cu3.00Sb1.00S4.00,373,641.76,200.8,1.414,8.27E-05,0.021815663,10.1021/acs.jpcc.6b09379
In4.00Pb0.01Sn0.03Se2.90Cl0.02,373,-224,8330,0.846,0.000417966,0.186,10.1039/c4dt03432e
In4.00Pb0.01Sn0.03Se2.90Cl0.06,373,219,3820,0.844,0.000183211,0.080968851,10.1039/c4dt03432e
Zn0.85Cd0.15Sc0.02O1.03,373,-59,19800,6.583,6.89E-05,0.003905298,10.1039/c6ta03126a
Zn0.88Cd0.12Sc0.02O1.03,373,-83,41000,5.67,0.000282449,0.01858086,10.1039/c6ta03126a
Zn0.95Cd0.05Sc0.02O1.03,373,-71,17600,9.75,8.87E-05,0.00339417,10.1039/c6ta03126a
Zn0.90Cd0.10Sc0.02O1.03,373,-80,55500,6.5,0.0003552,0.020383015,10.1039/c6ta03126a
Zn0.90Cd0.10Sc0.03O1.04,373,-83.2,52600,6.6,0.00036411,0.020577722,10.1039/c6ta03126a
Zn0.90Cd0.10Sc0.04O1.06,373,-93,44000,6.8,0.000380556,0.020874616,10.1039/c6ta03126a
Zn1.00Sc0.02O1.03,373,-181.5,3200,37.1,0.000105415,0.001059835,10.1039/c6ta03126a
Sn0.80Ge0.20Mn0.15Te1.00,373,67.7,179000,1.975,0.000820409,0.1565,10.1039/c7cp04931e
Sn0.80Ge0.20Mn0.12Te1.00,373,60.9,204200,2.486,0.000757339,0.113631314,10.1039/c7cp04931e
Sn0.80Ge0.20Mn0.20Te1.00,373,73.3,142000,1.984,0.00076295,0.142,10.1039/c7cp04931e
Sn0.80Ge0.20Mn0.09Te1.00,373,57.4,220164,2.52756,0.000725388,0.107047727,10.1039/c7cp04931e
Sn0.80Ge0.20Mn0.06Te1.00,373,54.6,252358,2.875,0.00075232,0.097605288,10.1039/c7cp04931e
Sn0.80Ge0.20Te1.00,373,44.7,410900,4.84,0.000821015,0.0645,10.1039/c7cp04931e
Sn1.00Te1.00,373,35.5,630900,6,0.000795092,0.0484,10.1039/c7cp04931e
Cu2.82Ag0.18Sb1.00Se4.00,373,370,8522,1.24,0.001166662,0.36,10.1039/c9ta05115e
Cu2.88Ag0.12Sb1.00Se4.00,373,369,10316,1.49,0.001404637,0.351630574,10.1039/c9ta05115e
Cu2.94Ag0.06Sb1.00Se4.00,373,427,5288,1.65,0.000964156,0.217957634,10.1039/c9ta05115e
Cu3.00Sb1.00Se4.00,373,483,2367,1.9,0.000552195,0.10840461,10.1039/c9ta05115e
Bi0.92Ag0.08Cu1.00Se1.00O1.00,373,194,2190,0.525,8.24E-05,0.058559465,http://dx.doi.org/10.1016/j.jeurceramsoc.2014.09.015
Bi0.94Ag0.06Cu1.00Se1.00O1.00,373,235.5,1576,0.55,8.74E-05,0.059276722,http://dx.doi.org/10.1016/j.jeurceramsoc.2014.09.015
Bi0.96Ag0.04Cu1.00Se1.00O1.00,373,249,1565,0.57,9.70E-05,0.063496094,http://dx.doi.org/10.1016/j.jeurceramsoc.2014.09.015
Bi0.90Ag0.10Cu1.00Se1.00O1.00,373,178.5,2351,0.555,7.49E-05,0.050343675,http://dx.doi.org/10.1016/j.jeurceramsoc.2014.09.015
Bi1.00Cu1.00Se1.00O1.00,373,463.6,497,0.722,0.000106818,0.055184216,http://dx.doi.org/10.1016/j.jeurceramsoc.2014.09.015
Bi2.00Te3.00,373,-143.4,107500,0.9,0.002210583,0.916163719,http://dx.doi.org/10.1016/j.pnsc.2013.06.007
Ce0.20Bi1.80Te3.00,373,-141.2,84083,0.577,0.0016764,1.083703836,http://dx.doi.org/10.1016/j.pnsc.2013.06.007
Sm0.20Bi1.80Te3.00,373,-142.6,74600,0.734,0.001516973,0.766,http://dx.doi.org/10.1016/j.pnsc.2013.06.007
Y0.20Bi1.80Te3.00,373,-138.4,84900,0.631,0.001626222,0.963,http://dx.doi.org/10.1016/j.pnsc.2013.06.007
Bi2.00Te1.95Se1.05,373,-176.4,47800,0.96,0.001487391,0.573,https://doi.org/10.1007/s11664-020-08258-9
Bi2.00Te2.01Se0.99,373,-158.4,54400,1.014,0.001364926,0.4904,https://doi.org/10.1007/s11664-020-08258-9
Bi2.00Te2.10Se0.90,373,-158.8,60000,1.114,0.001513046,0.535,https://doi.org/10.1007/s11664-020-08258-9
Bi2.00Te2.55Se0.45,373,-145.27,79275,1.173,0.00167297,0.53,https://doi.org/10.1007/s11664-020-08258-9
Bi2.00Te2.70Se0.30,373,-140.4,95400,1.305,0.00188054,0.54,https://doi.org/10.1007/s11664-020-08258-9
Mg2.98Na0.03Sb2.00,373,89,39000,1.84,0.000308919,0.062623254,https://doi.org/10.1016/j.actamat.2015.04.023
Mg2.99Na0.01Sb2.00,373,107.8,26523,1.563,0.00030822,0.073554631,https://doi.org/10.1016/j.actamat.2015.04.023
Zn0.95In0.05Sb3.00,373,155.8,24528,0.843,0.000595384,0.263437928,https://doi.org/10.1016/j.intermet.2004.02.030
Zn0.98In0.02Sb3.00,373,136.2,34540,0.824,0.000640732,0.290040182,https://doi.org/10.1016/j.intermet.2004.02.030
Zn0.90In0.14Sb3.00,373,175,13095,0.835,0.000401034,0.179144697,https://doi.org/10.1016/j.intermet.2004.02.030
Ag0.40Sb1.10Pb19.60Te18.80,373,20.8,18406,1.663,7.96E-06,0.001786087,https://doi.org/10.1016/j.jallcom.2004.08.049
Ag0.50Sb1.10Pb19.60Te18.80,373,4.8,31795,1.725,7.33E-07,0.000158402,https://doi.org/10.1016/j.jallcom.2004.08.049
Ag0.80Sb0.80Pb18.30Te20.00,373,-336,4080,0.917,0.000460616,0.187360576,https://doi.org/10.1016/j.jallcom.2004.08.049
Ag0.90Sb0.90Pb18.30Te19.90,373,-372.8,1872,1.038,0.00026017,0.093490855,https://doi.org/10.1016/j.jallcom.2004.08.049
Ag1.10Sb0.80Pb15.50Te22.60,373,320,5000,1.11,0.000512,0.187,https://doi.org/10.1016/j.jallcom.2004.08.049
Ag1.20Sb0.80Pb14.90Te22.70,373,404.8,2315,1.09,0.000379343,0.129811849,https://doi.org/10.1016/j.jallcom.2004.08.049
Ag1.30Sb0.90Pb15.70Te22.00,373,448.78,940.25,1.044,0.000181798,0.04,https://doi.org/10.1016/j.jallcom.2004.08.049
Sn0.98In0.02Se1.00,373,391,35,0.8,5.35E-06,0.002494827,https://doi.org/10.1016/j.jallcom.2016.01.190
Sn1.00Se1.00,373,379,234,0.77,3.36E-05,0.016,https://doi.org/10.1016/j.jallcom.2016.01.190
Sn0.87Mn0.10Bi0.03Te1.00,373,64,240000,4.075,0.00098304,0.08998133,https://doi.org/10.1016/j.jmst.2020.12.063
Sn0.91Mn0.08Bi0.01Te1.00,373,59.5,297000,4.226,0.001051454,0.092804646,https://doi.org/10.1016/j.jmst.2020.12.063
Sn1.00Te1.00,373,32.6,497600,9.84,0.000528829,0.020046073,https://doi.org/10.1016/j.jmst.2020.12.063
Zn0.96Al0.04O1.00,373,-65,63760,5.83,0.000269386,0.017235159,https://doi.org/10.1016/j.jpcs.2010.06.006
Zn0.97Al0.03O1.00,373,-68,49000,7.4,0.000226576,0.011420655,https://doi.org/10.1016/j.jpcs.2010.06.006
La0.10Co4.00Sb12.00,373,70.74,25688,3.686,0.000128547,0.013008101,https://doi.org/10.1016/j.matchemphys.2005.07.068
La0.30Co4.00Sb12.00,373,67,25735,3.85,0.000115524,0.011192365,https://doi.org/10.1016/j.matchemphys.2005.07.068
La0.50Co4.00Sb12.00,373,58.5,35355,2.186,0.000120994,0.020645302,https://doi.org/10.1016/j.matchemphys.2005.07.068
La0.70Co4.00Sb12.00,373,-177.66,33300,3.157,0.00105105,0.124181757,https://doi.org/10.1016/j.matchemphys.2005.07.068
La1.25Co4.00Sb12.00,373,-64,245000,5.2647,0.00100352,0.071098631,https://doi.org/10.1016/j.matchemphys.2005.07.068
La2.00Co4.00Sb12.00,373,-15.4,358974,2.52,8.51E-05,0.012601224,https://doi.org/10.1016/j.matchemphys.2005.07.068
La1.00Co4.00Sb12.00,373,-89,168675,3.07,0.001336075,0.162330897,https://doi.org/10.1016/j.matchemphys.2005.07.068
Cu3.00Sb1.00In0.00Se4.00,373,250.3,6182,2,0.000387303,0.072231983,https://doi.org/10.1016/j.matdes.2016.03.001
Cu3.00Sb1.00In0.00Se4.00,373,271,5900,1.95,0.000443,0.082882876,https://doi.org/10.1016/j.matdes.2016.03.001
Cu3.00Sb1.00In0.00Se4.00,373,284.5,4444,1.92,0.000359698,0.069878922,https://doi.org/10.1016/j.matdes.2016.03.001
Co1.00Sb3.00,373,-218,3125,6.1,0.000148512,0.009081174,https://doi.org/10.1016/S0925-8388(00)01275-5
Yb13.43Ce0.44Mn1.07Sb11.07,373,64.69,41057,0.7312,0.000171815,0.087646416,https://doi.org/10.1021/acs.chemmater.0c03043
Yb13.44Ce0.40Mn1.09Sb11.07,373,72.1,34590,0.763,0.000179813,0.087903342,https://doi.org/10.1021/acs.chemmater.0c03043
Yb13.60Ce0.36Mn0.99Sb11.05,373,59.37,46330,0.8766,0.000163304,0.069487032,https://doi.org/10.1021/acs.chemmater.0c03043
Sn0.96Pb0.01Cd0.03Se1.00,373,336,3317,0.7826,0.000374476,0.178481421,https://doi.org/10.1021/acs.chemmater.0c03657
Sn0.96Pb0.01Cd0.04Se1.00,373,331,3651,0.6708,0.000400007,0.222425,https://doi.org/10.1021/acs.chemmater.0c03657
Sn0.97Pb0.01Cd0.01Se1.00,373,344.37,2416,0.964,0.000286515,0.110861142,https://doi.org/10.1021/acs.chemmater.0c03657
Sn0.97Pb0.01Cd0.03Se1.00,373,337,2889,0.877,0.000328101,0.13954574,https://doi.org/10.1021/acs.chemmater.0c03657
Sn1.00Se1.00,373,349,2047,1.146,0.000249327,0.08115082,https://doi.org/10.1021/acs.chemmater.0c03657
Ca10.00Mn1.00Sb9.00,373,10.82,7.38,0.727,8.64E-10,4.43E-07,https://doi.org/10.1021/acs.chemmater.0c04940
Ca10.00Zn1.00Sb9.00,373,19.4,37.35,0.6428,1.41E-08,8.16E-06,https://doi.org/10.1021/acs.chemmater.0c04940
Ge0.55Pb0.45Te1.00,373,63.35,63830,2.134,0.000256164,0.044774681,https://doi.org/10.1021/acs.chemmater.6b02772
Ba1.00Bi1.00Te2.95Se0.05,373,-165.7,7322,0.4315,0.000201036,0.173781193,https://doi.org/10.1021/acs.chemmater.7b04123
Ba1.00Bi1.00Te2.90Se0.10,373,-171,4499,0.409,0.000131555,0.119975823,https://doi.org/10.1021/acs.chemmater.7b04123
Ge12.00Sb2.00Te15.00,373,175.7,35960,1.49,0.001110103,0.277898223,https://doi.org/10.1021/acs.chemmater.8b03609
Ge4.00Sb2.00Te7.00,373,51.33,200000,2.0938,0.000526954,0.093874181,https://doi.org/10.1021/acs.chemmater.8b03609
Li2.00Ge11.00Sb2.00Te15.00,373,100,179400,1.8482,0.001794,0.362061465,https://doi.org/10.1021/acs.chemmater.8b03609
Li2.00Ge3.00Sb2.00Te7.00,373,270,16670,0.803,0.001215243,0.56449021,https://doi.org/10.1021/acs.chemmater.8b03609
Li1.00Ge11.50Sb2.00Te15.00,373,205.4,41580,1.352,0.001754225,0.483968955,https://doi.org/10.1021/acs.chemmater.8b03609
Li1.00Ge3.50Sb2.00Te7.00,373,201.8,28890,0.933,0.001176494,0.470345565,https://doi.org/10.1021/acs.chemmater.8b03609
Nd2.78Te4.00,373,-58,94460,1.3869,0.000317763,0.085460929,https://doi.org/10.1021/acs.chemmater.9b00964
Nd2.84Te4.00,373,-42.2,128600,1.9338,0.000229016,0.044173636,https://doi.org/10.1021/acs.chemmater.9b00964
Nd2.86Te4.00,373,-42,151400,2.066,0.00026,0.048217309,https://doi.org/10.1021/acs.chemmater.9b00964
Nd2.92Te4.00,373,-31.13,213158,2.6985,0.000206566,0.028552641,https://doi.org/10.1021/acs.chemmater.9b00964
Nd2.90Te4.00,373,-35.7,180000,2.4485,0.000229408,0.034947625,https://doi.org/10.1021/acs.chemmater.9b00964
Nd3.00Te4.00,373,-29,324000,3.19,0.000272484,0.031860982,https://doi.org/10.1021/acs.chemmater.9b00964
Cu2.00Zn1.00Sn0.93Ag0.07Se4.00,373,52.96,71429,3.314,0.000200341,0.022548977,https://doi.org/10.1021/acs.inorgchem.1c00079
Cu2.00Zn1.00Sn0.95Ag0.05Se4.00,373,38.87,238462,3.5263,0.000360287,0.038109903,https://doi.org/10.1021/acs.inorgchem.1c00079
Cu2.00Zn1.00Sn0.98Ag0.02Se4.00,373,78.41,38847,3.8363,0.000238836,0.023221842,https://doi.org/10.1021/acs.inorgchem.1c00079
Cu2.00Zn1.00Sn1.00Se4.00,373,116.62,19531,3.9883,0.000265626,0.024842287,https://doi.org/10.1021/acs.inorgchem.1c00079
As2.00Te1.50Se1.50,373,587.76,13.89,0.3412,4.80E-06,0.005245684,https://doi.org/10.1021/acs.inorgchem.6b02930
As2.00Te2.30Se0.70,373,347.96,160.46,0.4873,1.94E-05,0.014870921,https://doi.org/10.1021/acs.inorgchem.6b02930
As2.00Te2.60Se0.40,373,228,1418,0.537,7.37E-05,0.049,https://doi.org/10.1021/acs.inorgchem.6b02930
As2.00Te2.80Se0.20,373,206.93,1279.8,0.605,5.48E-05,0.033786443,https://doi.org/10.1021/acs.inorgchem.6b02930
As2.00Te2.90Se0.10,373,159.41,1063.62,0.6339,2.70E-05,0.0226,https://doi.org/10.1021/acs.inorgchem.6b02930
As2.00Te2.00Se1.00,373,248.48,20.54,0.449,1.27E-06,0.001053527,https://doi.org/10.1021/acs.inorgchem.6b02930
As2.00Te3.00,373,47.52,585.95,0.7251,1.32E-06,0.000680651,https://doi.org/10.1021/acs.inorgchem.6b02930
Ca0.99Yb4.01Al2.00Sb5.84Ge0.16,373,218.87,1075,1.096,5.15E-05,0.017525855,https://doi.org/10.1021/acs.inorgchem.9b00181
Ca1.11Yb3.89Al2.00Sb5.77Ge0.23,373,39,19346,2.274,2.94E-05,0.004826572,https://doi.org/10.1021/acs.inorgchem.9b00181
Cu5.00Sn1.00Sb1.00Se6.30,373,41.95,175862,2.6724,0.000309482,0.043195978,https://doi.org/10.1021/acsaem.1c01155
Cu5.00Sn1.00Sb1.00Se6.58,373,35.52,296552,3.9573,0.000374151,0.035266035,https://doi.org/10.1021/acsaem.1c01155
Cu5.00Sn1.00Sb1.00Se6.79,373,37.59,385345,4.517,0.000544496,0.044962776,https://doi.org/10.1021/acsaem.1c01155
Cu5.00Sn1.00Sb1.00Se7.00,373,34.25,457391,5.034,0.000536548,0.039756156,https://doi.org/10.1021/acsaem.1c01155
Zn2.00Cu3.00In3.00Te8.00,373,142.3,19207,2.81,0.000388928,0.051626401,https://doi.org/10.1021/acsaem.9b02004
Al0.01Sb0.10Ge0.90Te1.00,373,159.3,55261,1.515,0.00140233,0.349,https://doi.org/10.1021/acsami.1c12282
Al0.01Sb0.10Ge0.89Te1.00,373,167.2,53333,1.491,0.001490969,0.372992198,https://doi.org/10.1021/acsami.1c12282
Al0.01Ge0.99Te1.00,373,43.93,539286,6.2727,0.001040738,0.061886492,https://doi.org/10.1021/acsami.1c12282
Al0.01Sb0.10Ge0.89Te1.00,373,181.99,48755,1.4244,0.001614783,0.3654,https://doi.org/10.1021/acsami.1c12282
Al0.02Ge0.98Te1.00,373,47.68,503571,6.1414,0.001144809,0.069530388,https://doi.org/10.1021/acsami.1c12282
Al0.03Ge0.97Te1.00,373,47.68,483929,5.626,0.001100156,0.072939578,https://doi.org/10.1021/acsami.1c12282
Ge1.00Te1.00,373,42.86,591071,6.101,0.001085785,0.066382223,https://doi.org/10.1021/acsami.1c12282
Sb0.05Ge0.95Te1.00,373,81.48,269725,3.491,0.001790702,0.191329627,https://doi.org/10.1021/acsami.1c12282
Sb0.15Ge0.85Te1.00,373,185.93,20642,1.255,0.000713593,0.212087864,https://doi.org/10.1021/acsami.1c12282
Sb0.10Ge0.90Te1.00,373,171.2,55050,1.581,0.001613485,0.384,https://doi.org/10.1021/acsami.1c12282
Bi0.42Sb1.58Te3.00,373,240,38600,0.92,0.00222336,0.901427478,https://doi.org/10.1021/acsami.1c13372
Sn0.93Pb0.06Zn0.01Se1.00,373,498.21,1137,0.708,0.000282218,0.162,https://doi.org/10.1021/acsami.1c20549
Sn0.96Pb0.03Zn0.01Se1.00,373,476,2140,0.8506,0.000484873,0.212623436,https://doi.org/10.1021/acsami.1c20549
Sn0.97Pb0.02Zn0.01Se1.00,373,459.64,2795,1.0747,0.000590497,0.204945802,https://doi.org/10.1021/acsami.1c20549
Sn0.98Pb0.01Zn0.01Se1.00,373,460.71,3000,1.0812,0.000636761,0.219674339,https://doi.org/10.1021/acsami.1c20549
Sn0.90Pb0.09Zn0.01Se1.00,373,542.2,280,0.9771,8.23E-05,0.031422944,https://doi.org/10.1021/acsami.1c20549
Sn1.00Se1.00,373,523.4,900,1.774,0.000246553,0.05184002,https://doi.org/10.1021/acsami.1c20549
Bi2.00Si2.00Te6.00,373,119.15,12037,0.849,0.000170886,0.075077101,https://doi.org/10.1021/acsami.1c23351
Sb2.00Si2.00Te6.00,373,139.8,30275,0.8608,0.000591696,0.256392353,https://doi.org/10.1021/acsami.1c23351
Cu2.00Zn0.20Fe0.80Sn1.00Se4.00,373,232.95,2645,1.7402,0.000143533,0.030765273,https://doi.org/10.1021/ic402455x
Cu2.00Zn0.40Fe0.60Sn1.00Se4.00,373,215.9,3226,1.9213,0.000150373,0.029193307,https://doi.org/10.1021/ic402455x
Cu2.00Zn0.60Fe0.40Sn1.00Se4.00,373,263.87,86.92,2.488,6.05E-06,0.000907315,https://doi.org/10.1021/ic402455x
Cu2.00Zn0.80Fe0.20Sn1.00Se4.00,373,281.03,26.67,2.5,2.11E-06,0.000314266,https://doi.org/10.1021/ic402455x
Ca3.00Co2.00O6.00,373,227,17,7.43,8.76E-07,4.40E-05,https://doi.org/10.1063/1.1622115
Tl2.00Ge1.00Te3.00,373,212,3350,0.297,0.0001556,0.1916,https://doi.org/10.1063/1.2181427
Tl4.00Pb1.00Te3.00,373,46.53,53500,1.025,0.00011,0.042150706,https://doi.org/10.1063/1.2181427
Tl4.00Sn1.00Te3.00,373,124.3,23700,0.464,0.0003635,0.286,https://doi.org/10.1063/1.2181427
Sn1.00Se1.00,373,208.23,879,1.4066,3.81E-05,0.0101068,https://doi.org/10.1021/acsami.1c10081
Sn1.00Se0.90S0.10,373,225,1515,1.169,6.89E-05,0.0219,https://doi.org/10.1021/acsami.1c10081
Sn1.00Se0.80S0.20,373,234.49,1068,1.2852,5.87E-05,0.01704347,https://doi.org/10.1021/acsami.1c10081
Sn1.00Se1.00,373,257.35,32.26,0.7632,2.14E-06,0.001044199,https://doi.org/10.1021/acsami.1c09208
Sn1.00Se1.00,373,230.88,16.13,0.7647,8.60E-07,0.000419396,https://doi.org/10.1021/acsami.1c09208
Mg2.00Zn0.96Sb2.00,373,289.47,3411,0.6292,0.000285818,0.169437276,https://doi.org/10.1021/acsami.0c09391
Mg2.00Zn0.98Sb2.00,373,296.71,4570,0.6735,0.000402328,0.222818784,https://doi.org/10.1021/acsami.0c09391
Mg2.00Zn1.00Sb2.00,373,346.2,729,0.685,8.74E-05,0.047577314,https://doi.org/10.1021/acsami.0c09391
Mg2.00Zn1.02Sb2.00,373,269.08,894,0.6778,6.47E-05,0.035621124,https://doi.org/10.1021/acsami.0c09391
Mg2.00Zn1.04Sb2.00,373,317.76,596,0.6659,6.02E-05,0.033708896,https://doi.org/10.1021/acsami.0c09391
Mg1.98Li0.02Zn0.98Sb2.00,373,92.06,83598,1.1289,0.000708497,0.234094488,https://doi.org/10.1021/acsami.0c09391
Mg1.98K0.02Zn0.98Sb2.00,373,237.04,8677,0.667,0.000487543,0.272643955,https://doi.org/10.1021/acsami.0c09391
Mg1.98Ag0.02Zn0.98Sb2.00,373,113.7,50794,1,0.000656649,0.244930109,https://doi.org/10.1021/acsami.0c09391
Mg1.96Li0.04Zn0.98Sb2.00,373,62.7,127831,1.338,0.000502541,0.1379,https://doi.org/10.1021/acsami.0c09391
Cu1.70Se1.00,374,20.3,763514,5.9625,0.000314636,0.019735689,https://doi.org/10.1021/acsami.1c18818
Cu1.80Se1.00,374,22.28,691892,5.9503,0.000343454,0.021587454,https://doi.org/10.1021/acsami.1c18818
Cu1.95In0.05Se1.00,374,218.91,12162,1.2,0.0006302,0.2,https://doi.org/10.1021/acsami.1c18818
Cu1.97In0.03Se1.00,374,120.3,71141,0.613,0.001029559,0.62814853,https://doi.org/10.1021/acsami.1c18818
Cu1.99In0.01Se1.00,374,117.33,74324,0.585,0.001023169,0.666,https://doi.org/10.1021/acsami.1c18818
Cu2.10Se1.00,374,50,246000,1.6125,0.000615,0.14264186,https://doi.org/10.1021/acsami.1c18818
Cu2.20Se1.00,374,105.9,85140,0.672,0.000954829,0.531407764,https://doi.org/10.1021/acsami.1c18818
